EicCode;EicDisplayName;EicLongName;EicParent;EicResponsibleParty;EicStatus;MarketParticipantPostalCode;MarketParticipantIsoCountryCode;MarketParticipantVatCode;EicTypeFunctionList;type
59X134237134235H;GENESIENERGIASR;GENESI ENERGIA SRL;;;Active;;;13447211007;Balance Responsible Party;X
59X147258963159F;MINERAL_BAR;MINERAL BARIUM ITALIA GAS E LUCE SRL;;;Active;;;12620991005;Market Operator;X
59X167367364678U;AZIENDALOCALEGAS;AZIENDALOCALEGASSRL;;;Active;;;1554720332;Balance Responsible Party;X
59X353753674848Z;SPIENERGYSPA;SPIENERGY SPA;;;Active;;;1294820111;Balance Responsible Party;X
59X444AIM222222J;AIM;AIM ENERGY SRL;;;Active;;;IT03013930247;Market Operator;X
59X462138590978O;IBERDROLACLIENTI;IBERDROLA CLIENTI ITALIA SRL;;;Active;;;10246981004;Balance Responsible Party;X
59X4-IGSTORAGE-T;IGS_S_P_A_;IGS S.p.A.;;;Active;;;IT08751271001;Storage System Operator;X
59X594546326776W;EUROTHERMOSPA;EUROTHERMO S.P.A.;;;Active;;;3823380153;Balance Responsible Party;X
59X5GSRL6327637N;5GSRL;5 G S.R.L.;;;Active;;;IT05817730657;Market Operator;X
59X7327873486899;NORDGASPOWER;NORD GAS & POWER;;;Active;;;11613630018;Balance Responsible Party;X
59X-7-LITASCO-5Y;LITASCO;Litasco SA;;;Active;;;CHE100738922;Balance Responsible Party;X
59X8956361252234;AZZALINIMARIO;AZZALINI MARIO & C. SAS;;;Active;;;64570252;Balance Responsible Party;X
59X948865413232A;OGLOLEVANOGA;O.G.L. OLEVANO GAS E LUCE SRLS UNIP.;;;Active;;;2822840605;Balance Responsible Party;X
59XABACOENERGIAK;ABACOENERGIASRL;ABACO ENERGIA SRL;;;Active;;;04913370260;Market Operator;X
59XACEAPIN00333E;ACEAPINEROLESE;59XACEAPIN00333E;;;Active;;;IT08547890015;Balance Responsible Party;X
59XAFENERGIA1116;AFENERGIASRL;A.F. Energia s.r.l;;;Active;;;IT04245030285;Market Operator;X
59XAG-EN--00001A;AG_ENGRANDA;AG.EN GRANDA S.r.l.;;;Active;;;IT2693930048;Market Operator;X
59XAGENEL002233T;AGENZIAPERLENERG;AGENZIA PER L'ENERGIA DELLA PROVINCIA DI CUNEO;;;Active;;;IT02693930048;Balance Responsible Party;X
59XAGENGRANDASRQ;AGENGRANDASRL;AG. EN. GRANDA S.R.L.;;;Active;;;02693930048;Balance Responsible Party;X
59XAGFENERGY7686;AGFENERGYSRL;AGFENERGYSRL;;;Active;;;IT08150620725;Balance Responsible Party;X
59X---AGRI-GEA-L;AGRI-GEA;AGRI-GEA S.R.L.;;;Active;;;IT09123851009;Market Operator;X
59XAGSPEN0102006;AGESPENERGIASRL;AGESP ENERGIA SRL;;;Active;;;IT02727450120;Balance Responsible Party;X
59XAGVCONSULTINX;AGVCONSULTINGSAG;AGV CONSULTING SAGL;;;Active;;;CHE249872812;Balance Responsible Party;X
59XAITALPETROLI9;AITALIANAPETROLI;AZIENDA ITALIANA PETROLI SRL;;;Active;;;15361621004;Market Operator;X
59XALAAAAAAAAAAU;ALASRL;Ala Srl;;;Active;;;IT03911650715;Market Operator;X
59XALLSERVI0000K;ALLSERVICE;ALL SERVICE SRL;;;Active;;;08778350960;Market Operator;X
59X-ALPHERG-0--8;ALPHERG;Alpherg S.p.A.;;;Active;;;IT10433300968;Market Operator;X
59XAMGA222222228;AMGA;AMGAS BLU SRL;;;Active;;;IT03788910713;Market Operator;X
59X--------APE-N;APE;Ape S.r.l.;;;Active;;;IT03288990710;Market Operator;X
59X-------ARCA-A;ARCA_GAS;ARCA GAS SRL;;;Active;;;IT01617180193;Market Operator;X
59XARDACONS1111I;ARDACONSULTSRL;ARDA CONSULTING SRL;;;Active;;;IT09384521218;Market Operator;X
59XARDISPATCHINR;ARDISPATCHINGSRL;AR DISPATCHING S.r.l;;;Active;;;IT1260970961;Balance Responsible Party;X
59XARPLUSMASPLOQ;ARPLUS;ARPLUS;;;Active;;;IT12689050966;Market Operator;X
59X-ASECTRADE--O;ASECTRADESRL;ASEC TRADE S.R.L.;;;Active;;;IT03973800877;Market Operator;X
59X-ASM-VES-X--M;ASM;ASM VENDITA E SERVIZI S.R.L.;;;Active;;;IT1991100189;Market Operator;X
59XATENATRADINGK;ATENATRADINGSRL;Atena Trading S.r.l.;;;Active;;;IT2064090026;Balance Responsible Party;X
59XATERNOGP11113;ATERNOGASPOWER;ATERNO GAS & POWER SRL;;;Active;;;IT01872450661;Market Operator;X
59XAUGRTIOSHSPY7;AUGUSTARATIOSHIP;59XAUGRTIOSHSPY7;;;Active;;;IT12145760968;Market Operator;X
59X-AUTOGAS-X-1Y;AUTOGASNORD;AUTOGAS NORD S.P.A.;;;Active;;;IT06170180019;Market Operator;X
59XAZZENSRL0000I;AZZALINIENERGIE;AZZALINI ENERGIE SRL;;;Active;;;IT01192250254;Balance Responsible Party;X
59X-BACOGAS-1Y-W;BACOGAS;BA.CO.GAS S.R.L.;;;Active;;;IT05450180632;Market Operator;X
59X----BAROCCO-B;BAROCCO;Barocco S.p.A.;;;Active;;;IT4819260755;Market Operator;X
59XBENIIMMOB000Y;BENIIMMOBILISRL;BENI IMMOBILI S.R.L.;;;Active;;;IT02797730161;Balance Responsible Party;X
59XBIGONEENERGYU;BIGONEENRGY;59XBIGONEENERGYU;;;Active;;;IT14178591005;Balance Responsible Party;X
59XBLUEMET11111Y;BLUEMET;BLUE META S.P.A.;;;Active;;;IT02971930165;Market Operator;X
59XBLUEN0000000R;BLUENE001;BLUE ENERGY SRL ;;;Active;;;IT02997290602;Balance Responsible Party;X
59X--------BLUEU;BLUEGAS;BLUE' GAS S.R.L.;;;Active;;;IT1564780995;Market Operator;X
59XBLUGASPOWER0O;BLUGASPOWER;BLU GAS POWER;;;Active;;;IT01874770702;Balance Responsible Party;X
59XBLUITA111111B;BLUITA;BLU ITALIA SRL;;;Active;;;IT02566750341;Market Operator;X
59XBNPUK100010LJ;BNPPARISAUK;BNP PARIBAS SA;11XBNPPARIBAS125;;Active;;;GB417734642;Balance Responsible Party,Market Operator;X
59X-CALDERALI--Z;CALDERALI_GAS;CALDERALI GAS SRL;;;Active;;;IT2094240690;Market Operator;X
59XCASTORCOCOMBO;CASTORCOMBUSTIBL;CASTOR COMBUSTIBLES SL;;;Active;;;B02639953;Market Operator;X
59XCH4ALPSSRL11P;CH4ALPSSRL;CH 4 ALPS SRL;;;Active;;;IT02581190226;Market Operator;X
59XCHIURLOSRL--K;CHIURLO;CHIURLO SRL A SOCIO UNICO;59X000000000024C;;Active;;;IT01274390309;Balance Responsible Party;X
59XCLSEN0220333K;COLSAMENERGIESRL;COLSAM ENERGIE S.R.L.;;;Active;;;IT00816410146;Balance Responsible Party;X
59X-CN-PWR-IT-5X;CHINAPOWER;ChinaPower S.p.A.;;;Active;;;IT08345840964;Balance Responsible Party;X
59XCOGESERENERGA;COGESERENERGIA;COGESER ENERGIA SRL;;;Active;;;IT05941460965;Market Operator;X
59XCOIMEPA00000Q;COIMEPA;COIMEPA SERVIZI S.r.l. ;;;Active;;;IT02796290365;Capacity Trader,Grid Operator,Market Operator;X
59XCOMPAGNIAPERM;COMPAGNIAPERLELE;COMPAGNIA PER L'ELETTRICITA' E L'ACQUACOLTURA SRL;;;Active;;;IT00514320316;Market Operator;X
59XCONVERGENZE1W;CONVERGENZESPA;CONVERGENZE SPA;;;Active;;;IT04313920656;Market Operator;X
59XCPG000000000N;CPGCOSTR;CPG COSTRUZIONI DI CIAMPALINI PAOLO & C.;;;Active;;;05373370484;Market Operator;X
59X---DCP--1---B;DCPIMPIANTISTICA;DCP IMPIANTISTICA SRL;;;Active;;;IT03220300614;Market Operator;X
59XDEZEL00001112;DEZEL;59XDEZEL00001112;;;Active;;;CHE46764584;Balance Responsible Party;X
59XDIMEGAS111113;DIMEGASSRL;DIMEGAS SRL;;;Active;;;IT02268560659;Market Operator;X
59XDINAMOCAPP1I7;DINAMO;Dinamo;;;Active;;;IT05606850872;Capacity Trader;X
59XEARTH1111111M;EARTH;EARTH ENERGY SRL;;;Active;;;IT06757700965;Market Operator;X
59XEASYLUCEGAS1C;EASYLUCEGASSRL;EASY LUCE & GAS SRL;;;Active;;;IT12159010011;Market Operator;X
59XECOS00222333I;ECOSVILUPPO;ECO SVILUPPO SRL;;;Active;;;IT03715150540;Balance Responsible Party;X
59X---ECOTRADE-3;ECOTRADESRL;ECO Trade Srl;;;Active;;;IT03469240547;Market Operator;X
59XEDENEN3300901;EDENENERGY;59XEDENEN3300901;;;Active;;;CHE488468692;Balance Responsible Party;X
59XE-DIENERGIA-4;EDIENERGIA;E'-DIENERGIA S.R.L.;;;Active;;;IT05170270283;Market Operator;X
59XEDISONEP00005;EDISONEP;EDISON EXPLORATION & PRODUCTION SPA;;;Active;;;10245700967;Market Operator;X
59XEEMSITSPA000T;EEMSITALIASPA;59XEEMSITSPA000T;;;Active;;;IT00822980579;Grid Operator;X
59X-EGREENSRL-0B;EGREENSRL;EGREEN SRL;;;Active;;;IT09892970964;Market Operator;X
59XEH1ALL9ORA116;CALORGAS;CALORGAS ITALIA S.R.L.;;;Active;;;IT02160360810;Market Operator;X
59XELITENERGIA1F;ELITENERGIASRL;ELIT ENERGIA SRL;;;Active;;;IT11655010962;Market Operator;X
59XELOENERGYSRLT;ELOENERGYSRL;ELO ENERGY SRL ;;;Active;;;05288940280;Market Operator;X
59XEMAGASTRADESM;EMAGASTRADESRL;EMA GAS TRADE S.R.L.;;;Active;;;RO46484448;Balance Responsible Party;X
59XEMMEDIR11111N;EMMEDIR;emmedir;;;Active;;;IT11715171002;Market Operator;X
59XEMPIRESRL1110;EMPIRESRL;EMPIRE SRL;;;Active;;;IT02213580687;Market Operator;X
59XENEIDELUCE005;ENEIDELUCEEGAS;Eneide Luce e Gas S.r.l.;;;Active;;;IT02232620688;Market Operator;X
59XENEPROG111113;ENEPROGSPA;ENERGY PROGRESS SPA;;;Active;;;IT02930720780;Balance Responsible Party;X
59XENERBISRL111K;ENERBISRL;ENERBI SRL;;;Active;;;IT09206891211;Market Operator;X
59X--ENERCOM--X1;ENERCOM;ENERCOM S.R.L.;;;Active;;;IT01262680190;Market Operator;X
59X--ENER--FLUXM;ENERFLUX;Enerflux S.r.l.;;;Active;;;IT8118571218;Market Operator;X
59XENERGIA0SRL4L;ENERGIA0SRL;ENERGIA.0 SRL;;;Active;;;IT05019770261;Balance Group Responsible Party;X
59XENERGIAPULITT;ENERGIAPULITASRL;ENERGIA PULITA S.R.L.;;;Active;;;10802400969;Market Operator;X
59XENERGIARETES5;ENERGIARETESRL;ENERGIARETESRL;;;Active;;;17204231009;Market Operator;X
59XENERGIASENSI1;ENERGIASENSIBILE;ENERGIA SENSIBILE LUCE E GAS SRL;;;Active;;;IT02025240470;Market Operator;X
59XENERGICASRLC5;ENERGICASRL;ENERGICA SRL;;;Active;;;02189860063;Market Operator;X
59XENERGIEC11114;ENERGIECHIARE;ENERGIECHIARE S.R.L.;;;Active;;;IT09543640966;Market Operator;X
59XENERGIERG111O;ENERGIERG;ENERGIE RETE GAS S.P.A.;;;Active;;;IT02422290995;Market Operator;X
59XENERGOS11111Z;ENERGOSUISSE;ENERGOSUISSE AG;;;Active;;;IT03912960980;Market Operator;X
59XENERGPOWERIT0;ENERGPOWERIT;ENERG POWER ITALIA SPA;;;Active;;;IT15193831003;Market Operator;X
59XENERGYWAVE114;ENERGYWAVESPA;ENERGY WAVE SPA;;;Active;;;IT02577500065;Market Area Operator;X
59XENER-PROG012D;ENERGYPROGRESS;Energy Progress;;;Active;;;IT2930720780;Balance Responsible Party;X
59XENERPU333111M;ENERGPUGL;ENERGIE PUGLIA SRL;;;Active;;;IT07262970721;Balance Responsible Party;X
59XENERSISRL001M;ENERSISRL;ENERSI SRL;;;Active;;;IT12269310012;Balance Responsible Party;X
59XENGPTT333222K;ENERGETICSRL;59XENGPTT333222K;;;Active;;;IT14389791006;Balance Responsible Party;X
59XENGYSUPSERV1G;ENERYSUPLSERVIZI;ENERGY SUPPLY & SERVIZI SRL;;;Active;;;IT12295050962;Market Operator;X
59XENIBE0000000M;ENIBELGIANBRANCH;Eni Global Energy Market Belgian branch;;;Active;;;0754605263;Capacity Trader;X
59XENIGEMUK11117;ENIGEMUK;Eni Global Energy Market UK branch;;;Active;;;GB362894854;Capacity Trader;X
59XENIMEDIDRO002;ENIMEDITERIDRO;Eni Mediterranea Idrocarburi S.p.A. ;;;Active;;;IT12300000150;Market Operator;X
59XENITENR22222L;ENITENERGIA;ENIT ENERGIA ITALIA;;;Active;;;IT15022251001;Balance Responsible Party;X
59XENITS---0000X;ENITRAD_SHIP;ENI TRADING & SHIPPING SPA;;;Active;;;IT09598861004;Capacity Trader;X
59XENJOYERGY111D;ENJOYENERGY;ENJOY ENERGY SRL;;;Active;;;IT03889990135;Market Operator;X
59XENRGN0111010U;ENERGONSRL;ENERGON SRL ;;;Active;;;IT02723000697;Balance Responsible Party;X
59XENRGSOC09900J;ENERGIASOCIALE;59XENRGSOC09900J;;;Active;;;IT14311741004;Balance Responsible Party;X
59XENRGYOK111117;ENERGYOK;ENERGYOK;;;Active;;;IT01701010538;Market Operator;X
59X---EPLUS----G;E-PLUS;EPLUS S.r.l.;;;Active;;;IT10378510969;Balance Responsible Party;X
59XEPOWER000000O;EPOWER;ePOWER Srl;;;Active;;;11315140969;Market Operator;X
59XEPURA00000001;EPURA;EPURA Srls;;;Active;;;IT15227371000;Market Operator;X
59XEREDICAMP111B;EREDICMPDCOSPA;EREDI CAMPIDONICO SPA;;;Active;;;IT02667810010;Market Operator;X
59XERGPWR202299U;B2GSICILYSRL;B2G SICILY SRL;;;Active;;;IT01669090894;Market Operator;X
59XERO---ENER--L;EROGAENERGIA;Eroga Energia S.r.l;;;Active;;;IT09453921000;Balance Responsible Party;X
59XESAENERGIE00P;ESAENERGIE;ESAENERGIE SRL;;;Active;;;IT02557890692;System Operator;X
59X-ESATRADE-1A7;ESATRADESRL;ESA TRADE SRL;;;Active;;;IT02565640691;Market Operator;X
59XESTIAENERGIEK;ESTIAENERGIESRL;Estia Energie srl;;;Active;;;IT02321740686;Balance Responsible Party;X
59XETP111111111I;ETP;ETP POWER KFT;;;Active;;;HU25478271;Market Operator;X
59XETR707701000I;ETRUFIN;59XETR707701000I;;;Active;;;IT01799580491;Balance Responsible Party;X
59XETRA11111111H;ETRA;ETRA ENERGIA SRL;;;Active;;;IT04199060288;Market Operator;X
59XEU11118880005;EU1;EU1;;;Active;;;IT04509290237;Balance Responsible Party;X
59XEUROPAM11111M;EUROPAMSPA;EUROPAM SPA;;;Active;;;IT10848200969;Market Operator;X
59XEUROTEN01111R;EUROTRENTINAENER;EUROTRENTINA ENERGIA S.R.L.;;;Active;;;IT01847020227;Balance Responsible Party;X
59XEVANSVILLELTM;EVANSVILLELTD;EVANSVILLELTD;;;Active;;;GI116604;Market Operator;X
59X--EVO---GP--V;EVOGAS_POWER;EVO GAS & POWER SRL;;;Active;;;IT09264091217;Market Operator;X
59XEXCEL99999994;EXCEL;EXCEL;;;Active;;;26100227242;Market Operator;X
59X-------FASE1M;FASE1ENERGIA;Fase1 Energia Srl;;;Active;;;IT02756540353;Balance Responsible Party;X
59XFASTFURIOUS-6;FAST_FURIOUSSRL;FAST&FURIOUS SRL;;;Active;;;IT01686870336;Capacity Trader;X
59XFENIXSRL11118;FENIXSRL;FENIX S.R.L.;;;Active;;;IT02531710396;Capacity Trader;X
59X-FERRARA-1X87;CARTIERA_FERRARA;CARTIERA DI FERRARA SPA;;;Active;;;IT01442090385;Consumer;X
59XFINESTRA1101W;FINESTRAGROUPSRL;59XFINESTRA1101W;;;Active;;;IT11946950968;Balance Responsible Party;X
59XFIOROILCPY11C;FIORENTINAOILCPY;FIORENTINA OIL COMPANY SRL;;;Active;;;IT01211100480;Market Operator;X
59XFLORAENERGY3U;FLORAENERGYSRL;FLORA ENERGY SRL;;;Active;;;IT16270131002;Balance Responsible Party;X
59XFRAJESSRL637C;FRAJESSRL;FRAJES S.R.L.;;;Active;;;IT13712581001;Balance Responsible Party;X
59XFRCREEKPROPEJ;FRENCHCREEKPROPE;FRENCH CREEK PROPERTIES LTD ;;;Active;;;GI112511;Market Operator;X
59XFSRUITALIASTY;FSRUITALIASRL;FSRU ITALIA SRL;;;Active;;;IT11313580968;LNG System Operator;X
59XFUTENG033033Z;FUTURENERGY;FUTURENERGY RINNOVABILE S.R.L.;;;Active;;;IT10483110010;Balance Responsible Party;X
59XFUTURA0000009;FUTURASRL;FUTURA SRL;;;Active;;;IT14387091003;Market Operator;X
59XGAILEYHOLDIN0;GAILEYHOLDINGSLT;GAILEY HOLDINGS LTD;;;Active;;;GI118912;Market Operator;X
59XGASPLUSITA00Z;GASPLUSITA;GAS PLUS ITALIANA S.r.l.;;;Active;;;it04086420967;Producer;X
59XGASPRAERG111M;GASPRAENERGIA;GAS PRA ENERGIA;;;Active;;;M21905035O;Market Operator;X
59XGASRETE25SRLK;GASRETE25SRL;GAS RETE 25 SRL;;;Active;;;17262691003;Market Operator;X
59X---GECONS---K;GE_CONSULENZE;GE Consulenze Green Economy S.r.l.;;;Active;;;IT02212300509;Market Operator;X
59XGENGAS1111116;GENGAS;GENGAS POWER SRL;;;Active;;;IT08989830966;Market Operator;X
59XGEPTRADING889;GEPTRADING;G&P Trading Management SA ;;;Active;;;CHE225644344;Balance Responsible Party;X
59XGESCOSPAUNIPE;GESCOSPAUNIPERSO;GESCO SPA UNIPERSONALE;;;Active;;;IT01185940523;Balance Group Responsible Party;X
59XGESGPW077111L;GESTGASPOW;GESTIONE GAS & POWER SRL ;;;Active;;;IT16262801000;Balance Responsible Party;X
59XGESTIM0001110;GESTIMGESTIONE;59XGESTIM0001110;;;Active;;;IT04055830618;Balance Responsible Party;X
59XGEU-ENERGIA-N;GEU-ENERGIA;GEU ENERGIA SRL;;;Active;;;IT0223902502;Market Operator;X
59XGIGAEN6666661;GIGAENERGIASRL;GIGA ENERGIA S.r.l. ;;;Active;;;IT01960170494;Market Operator;X
59XGPOWER1111118;GPOWERSRL;GPOWER SRL;;;Active;;;IT01846710331;Market Operator;X
59XGPRAMYF111116;GFC;GREEN FUEL COMPANY S.P.A.;;;Active;;;IT03336220615;Market Operator;X
59XGRASTIM98999Z;GRASTIMJVSRL;GRASTIM J.V. S.R.L.;;;Active;;;IT05486561219;Balance Responsible Party;X
59XGREENTELECOM5;GREENTELECOMUNIC;GREEN TELECOMUNICAZIONI SPA;;;Active;;;IT12219220154;Balance Responsible Party;X
59X----GRITTI-0C;GRITTIENERGIASRL;Gritti Energia S.r.l.;;;Active;;;IT12039890152;Balance Responsible Party,Market Operator;X
59XGSE111111111E;GESTSE;GESTORE DEI SERVIZI ENERGETICI;;;Active;;;IT05754381001;Market Operator;X
59XGSESERVICESRE;GSESERVICESRL;GSE SERVICE SRL;;;Active;;;01962620496;Market Operator;X
59XGTRADING0000Z;GTRADING;Gtrading srl;;;Active;;;IT15811401007;Balance Responsible Party;X
59XGUELFOSRL111Y;GUELFOSRL;GUELFO SRL;;;Active;;;IT06519230483;Market Operator;X
59XHBCTRADESRL4P;HBCTRADESRL;H.B.C. TRADE SRL;;;Active;;;IT14000731001;Balance Responsible Party;X
59XHUTCHINSONHOU;HUTCHINSONHOLDIN;HUTCHINSON HOLDINGS LTD;;;Active;;;GI116592;Market Operator;X
59XIGPENERGYSRLQ;IGPENERGYSRL;IGP ENERGY SRL;;;Active;;;IT01772370332;Market Operator;X
59XIN-COMM--000J;INCOMMODITIES;IN COMMODITIES AS;;;Active;;;DK38381954;Capacity Trader;X
59XINFINITY00004;INFINITY;INFINITY POWER & GAS SRL;;;Active;;;10850730960;Market Operator;X
59XINGISRLINGISZ;INGISRL;INGI SRL;;;Active;;;03555820541;Market Operator;X
59XINNOVAENGGASB;INNOVAENERGIAGAS;INNOVA ENERGIA & GAS SRL;;;Active;;;IT05999471211;Market Operator;X
59XINNOVAREESUSO;INNOVEVOLVSUSTEN;INNOVARE EVOLEVERE SUSTENERE SRL;;;Active;;;13016460969;Market Operator;X
59XINTESG4LL0114;INTEGRATED;INTEGRATED ENERGY HUB S.R.L.S.;;;Active;;;IT03659601201;System Operator;X
59XINVENERGIA11Z;INVENERGIASRL;INVENERGIA SRL;;;Active;;;IT12417290967;Balance Responsible Party;X
59XIPG1111111112;IPG;INTERNATIONAL POWER GAS SRL;;;Active;;;MD05754540655;Market Operator;X
59XIRPLAST-SPA47;IRPLAST-SPA;IRPLAST - S.P.A.;;;Active;;;IT01295310484;Market Operator;X
59XISSIMASRL4622;ISSIMASRL;ISSIMA S.R.L.;;;Active;;;IT03755770546;Balance Responsible Party;X
59XITALGASPOW113;ITALIANGASPOWER;59XITALGASPOW113;;;Active;;;IT08553680722;Balance Responsible Party;X
59XITALPOWERTRA8;ITALPOWERTRADING;ITALPOWERTRADINGSHIPPING;;;Active;;;IE619371;Market Operator;X
59X-IT-GIBBS-00K;GIBBS_ENERGIA;GIBBS ENERGIA SRL;;;Active;;;IT03483450783;Market Operator;X
59XITLYGRNPWR111;ITLYGRNPWR;ITALY GREEN POWER SRL;;;Active;;;IT14106681001;Grid Operator;X
59XITPORP303333E;ITALPOWERRO;59XITPORP303333E;;;Active;;;RO44102991;Balance Responsible Party;X
59XITPWRENERG116;ITPWRENERGIASRL;ITALPOWER ENERGIA SRL;;;Active;;;IT03350980987;Market Operator;X
59XJE00000101016;JENERGYSPA;JENERGY SPA;;;Active;;;IT15928651007;Balance Responsible Party;X
59XJOY111111111P;JOY;JOY TRADE SRL;;;Active;;;IT01481530523;Market Operator;X
59XLAFENICESRL39;LAFENICESRL;LA FENICE S.R.L;;;Active;;;IT11798770969;Balance Responsible Party;X
59XLEVTRLTD00001;LEVERWICKTRADING;Leverwick Trading LIMITED;;;Active;;;GICO48311;Balance Responsible Party;X
59XLIBARNAGAS12Y;LIBARNAGASSPA;LIBARNA GAS SPA;;;Active;;;IT01760860161;Market Operator;X
59XLIOENERGY111F;LIOENERGYSRL;LIO ENERGY SRL;;;Active;;;IT11479500966;Market Operator;X
59X--LIRENAS-IT0;LIRENASGMBH;Lirenas GmbH;;;Active;;;IT09416200963;Market Operator;X
59XLUPATOTINAGL7;LUPATOTINAGELSRL;LUPATOTINA GAS E LUCE SRL;;;Active;;;IT03272140231;Market Operator;X
59XMAGSE33003332;MAGSERVIZIENERGI;59XMAGSE33003332;;;Active;;;IT13797641001;Balance Responsible Party;X
59XMARDITRUS---1;MARDITRUSTOILSR;MARDITRUST OIL SRL;;;Active;;;RO32574907;Capacity Trader;X
59XMASSENRG1111E;MASSIMAENERGIASP;MASSIMA ENERGIA SPA;;;Active;;;IT14706141000;Grid Operator;X
59XMATNFCEGYGP10;MATTONEFCEYGPSPA;MATTONE FINANCE & ENERGY GROUP SPA;;;Active;;;IT14080251003;Market Operator;X
59XMAVIGAS11111S;MAVIGASSRL;MAVIGAS SRL;;;Active;;;IT08344020725;Market Operator;X
59XMAXMINER0000M;MAXMINERALS;MAX MINERALS TRADING SA;;;Active;;;CHE405904477;Market Operator;X
59XMCGASLTD54239;MCGASLTD;MC GAS LTD ;;;Active;;;13916539;Balance Responsible Party;X
59XMDCTRADE92227;MDCTRADEGMBH;MDC Trade GmbH;;;Active;;;CHE163448677;Balance Responsible Party;X
59XMETAENERGIE1F;METAENERGIESRL;META ENERGIE SRL;;;Active;;;IT02024320679;Market Operator;X
59XMETANEWPOWER3;METANEWPOWER;META NEWPOWER SRL;;;Active;;;IT11480551008;Market Operator;X
59XMETANOSUDSZ1I;METANOSUDSERVSPA;METANOSUD SERVIZI SPA;;;Active;;;IT02954160616;Market Operator;X
59XMETANSUDGL114;METANSUDGASLUCE;METANSUD GAS & LUCE SRL;;;Active;;;IT06018110657;Market Operator;X
59XMETG90099111E;METANSUDGAS;59XMETG90099111E;;;Active;;;IT05276040655;Balance Responsible Party;X
59X--MG-000----5;MG_IMPIANTI;MG IMPIANTI SRL;;;Active;;;IT12659271006;Market Operator;X
59XMILSTN002201S;MILESTONE;Milestone Scarl;;;Active;;;IT04596450611;Balance Responsible Party;X
59XMITSUIPITA004;MITSUIE_PITALIA;Mitsui E&P Italia A S.r.l;;;Active;;;00887700151;Producer;X
59XMLTNRG-GRP--P;MULTIENERGYGROUP;Multienergy Group S.r.l.;;;Active;;;IT15516731005;Market Operator;X
59XMONDO02020207;MONDOENERGIA;MONDO ENERGIA SRL;;;Active;;;IT8846831215;Market Operator;X
59XMOTOROILHELLW;MOTOROILHELLASSA;Motor Oil (Hellas) S.A. ;;;Active;;;094027509;Balance Group Responsible Party;X
59XMTSRL1111112V;MTSRL;M&T SRL;;;Active;;;IT12081091006;Balance Responsible Party;X
59XMULTISERVIZIS;MULTISERVIZI_SRL;AZIENDA MULTISERVIZI CASALESE ENERGIA S.R.L.;;;Active;;;IT2189860063;Balance Responsible Party;X
59XNETRAS236726S;NETRASSRL;NETRAS S.r.l. ;;;Active;;;IT12532970964;Market Operator;X
59XNOVASRL72188Q;NOVASRL;NOVA S.R.L.;;;Active;;;IT09163140966;Balance Responsible Party;X
59XNTC1111111117;NTCSRL;59XNTC1111111117;;;Active;;;IT02633380692;Balance Responsible Party;X
59XOMNSER002211W;OMNIASERVITIA;59XOMNSER002211W;;;Active;;;IT02058900693;Balance Responsible Party;X
59XONEENERGYGASX;ONEENERGYGASSRL;ONE ENERGY & GAS SRL ;;;Active;;;IT00808740153;Balance Responsible Party;X
59XONENERGIAZOOW;OKENERGIA;Ok Energia Srl;;;Active;;;IT16762421002;Market Operator;X
59XONOVA1111111Y;ONOVA;onova;;;Active;;;IT02053850448;Grid Operator,Market Operator;X
59XPANGEAEGY111W;PANGEAEGYSPA;PANGEA ENERGY SPA;;;Active;;;IT11464710968;Market Operator;X
59XPAO77LEL4444V;GESTIONE;GESTIONE ITALIA SRL;;;Active;;;IT13495531009;Market Operator;X
59XPASSUELLO111M;PASSUELLOSRL;PASSUELLO SRL;;;Active;;;IT00124510215;Market Operator;X
59XPENTACOMSRLL1;PENTACOMSRL;PENTACOMSRL;;;Active;;;07717650019;Market Operator;X
59XPETRADE22222I;PETRADESERVICE;PE TRADE SERVICE SRL;;;Active;;;IT12918990016;Market Area Operator;X
59XPETRADESERVIR;PETRADESERVICESR;PE TRADE SERVICE SRL;;;Active;;;12918990016;Market Operator;X
59XPGPSRL010101B;PENISOLAGASPOWER;59XPGPSRL010101B;;;Active;;;IT08631701219;Balance Responsible Party;X
59XPICCHIOGAS11M;PICCHIOGASSRL;PICCHIO GAS SRL;;;Active;;;IT02343540445;Market Operator;X
59XPILOF0001111C;PILOFSRL;59XPILOF0001111C;;;Active;;;IT16281661005;Balance Responsible Party;X
59XPLT----00000F;PLTPUREGREEN;PLT PUREGREEN SPA;;;Active;;;IT03353910965;Capacity Trader,Network User;X
59XPOLARGASSRL7Z;POLARGASSRL;POLARGAS SRL;;;Active;;;IT03283940041;Market Operator;X
59XPOLESINE-X126;CARTIERE_POLESIN;Cartiere del Polesine S.p.A.;;;Active;;;IT01148340290;Consumer;X
59XPOLFUELSRL49A;POLFUELSRL;POLFUEL SRL ;;;Active;;;IT14600441001;Market Operator;X
59XPOSTEPAY1111E;POSTEPAYSPA;59XPOSTEPAY1111E;;;Active;;;IT06874351007;Balance Responsible Party;X
59XPOWER-ITA---A;ITALIPOWER;Italia power S.r.l.;;;Active;;;IT08338161212;Balance Responsible Party;X
59X--POWERIT---Z;POWERIT;POWER.IT S.R.L.;;;Active;;;IT04355290166;Market Operator;X
59XPRIMEPOWER01H;PRIMEPOWERSRL;PRIME POWER S.R.L.;;;Active;;;IT12346640019;Balance Responsible Party;X
